,Scores,Alive_Duration
1516,12,405
1517,17,576
1518,36,1429
1519,18,518
1520,27,931
1521,6,184
1522,18,625
1523,0,208
1524,22,558
1525,15,530
1526,35,1014
1527,19,588
1528,9,360
1529,30,915
1530,6,239
1531,16,538
1532,20,769
1533,25,875
1534,23,926
1535,27,1109
1536,5,214
1537,39,1327
1538,28,988
1539,40,1083
1540,17,699
1541,35,1205
1542,26,1120
1543,9,258
1544,24,894
1545,17,652
1546,30,917
1547,14,535
1548,43,1522
1549,25,874
1550,31,1064
1551,22,871
1552,34,1212
1553,19,677
1554,11,301
1555,8,353
1556,18,581
1557,7,198
1558,37,1344
1559,29,969
1560,29,903
1561,34,1006
1562,16,606
1563,26,870
1564,44,1700
1565,37,1274
1566,23,635
1567,28,1068
1568,24,922
1569,33,1085
1570,22,923
1571,0,67
1572,10,365
1573,27,934
1574,8,304
1575,31,1239
1576,14,399
1577,20,634
1578,25,776
1579,7,214
1580,27,792
1581,6,265
1582,35,1337
1583,25,965
1584,38,1326
1585,4,182
1586,14,575
1587,30,1038
1588,15,495
1589,17,607
1590,25,926
1591,40,1387
1592,8,293
1593,22,709
1594,9,289
1595,39,1377
1596,30,1071
1597,47,1572
1598,28,1016
1599,17,485
1600,22,744
1601,16,340
1602,36,1303
1603,22,790
1604,14,503
1605,19,562
1606,30,1051
1607,11,384
1608,2,94
1609,5,185
1610,11,301
1611,6,262
1612,5,140
1613,25,767
1614,18,552
1615,10,352
1616,43,1616
1617,28,895
1618,19,568
1619,19,447
1620,23,912
1621,24,675
1622,16,564
1623,34,1221
1624,45,1491
1625,22,797
1626,33,1213
1627,20,726
1628,20,704
1629,25,961
1630,5,146
1631,48,1562
1632,14,541
1633,25,956
1634,37,1223
1635,24,877
1636,21,763
1637,0,32
1638,18,597
1639,24,870
1640,10,378
1641,66,2339
1642,26,1104
1643,23,804
1644,23,709
1645,40,1305
1646,28,870
1647,29,908
1648,15,487
1649,42,1511
1650,73,2652
1651,46,1690
1652,58,2097
1653,21,817
1654,27,828
1655,26,901
1656,18,532
1657,35,1122
1658,25,943
1659,12,414
1660,5,241
1661,23,652
1662,6,179
1663,31,1163
1664,17,540
1665,19,713
1666,18,564
1667,55,2107
1668,24,756
1669,65,2205
1670,42,1426
1671,40,1321
1672,19,641
1673,41,1671
1674,22,635
1675,19,593
1676,22,694
1677,15,462
1678,27,915
1679,25,835
1680,32,1097
1681,53,1976
1682,42,1597
1683,24,1064
1684,5,191
1685,31,990
1686,31,962
1687,28,898
1688,10,261
1689,55,1964
1690,18,492
1691,37,1427
1692,5,167
1693,14,512
1694,11,411
1695,24,744
1696,28,967
1697,24,899
1698,16,730
1699,33,1303
1700,54,1759
1701,22,1081
1702,30,856
1703,24,801
1704,44,1533
1705,10,352
1706,44,1366
1707,28,905
1708,27,977
1709,16,621
1710,61,2181
1711,29,857
1712,18,538
1713,6,257
1714,26,827
1715,28,953
1716,29,961
1717,19,684
1718,21,752
1719,43,1272
1720,25,724
1721,47,1544
1722,17,510
1723,50,1875
1724,22,742
1725,3,107
1726,25,967
1727,14,566
1728,37,1317
1729,23,865
1730,12,410
1731,57,1855
1732,30,938
1733,21,656
1734,27,888
1735,0,89
1736,5,249
1737,58,1821
1738,50,1736
1739,8,337
1740,14,452
1741,24,759
1742,60,2062
1743,38,1477
1744,21,719
1745,28,921
1746,21,650
1747,11,346
1748,34,996
1749,30,858
1750,23,727
1751,25,816
1752,5,151
1753,40,1493
1754,9,543
1755,23,740
1756,9,218
1757,14,406
1758,6,176
1759,41,1366
1760,34,1322
1761,11,374
1762,61,2358
1763,35,1248
1764,41,1383
1765,24,961
1766,35,1285
1767,3,320
1768,54,1790
1769,11,345
1770,36,1220
1771,8,291
1772,46,1516
1773,29,1195
1774,11,354
1775,38,1204
1776,13,514
1777,39,1309
1778,9,283
1779,27,930
1780,35,1332
1781,23,834
1782,27,761
1783,14,379
1784,17,635
1785,8,234
1786,39,1378
1787,39,1528
1788,7,225
1789,7,228
1790,19,502
1791,17,500
1792,72,2290
1793,44,1560
1794,27,988
1795,48,1731
1796,21,733
1797,23,766
1798,25,776
1799,10,336
1800,12,442
1801,28,978
1802,17,679
1803,14,558
1804,45,1424
1805,8,324
1806,19,710
1807,82,2815
1808,29,900
1809,29,815
1810,17,654
1811,52,1774
1812,56,2149
1813,47,1436
1814,48,1639
1815,22,696
1816,24,775
1817,37,1215
1818,33,1103
1819,36,1313
1820,6,286
1821,26,921
1822,23,758
1823,16,473
1824,46,1684
1825,14,331
1826,16,675
1827,30,1130
1828,29,910
1829,14,540
1830,21,782
1831,59,2137
1832,42,1332
1833,29,1058
1834,57,1685
1835,28,796
1836,15,474
1837,9,326
1838,35,1466
1839,30,1076
1840,10,355
1841,34,1213
1842,16,676
1843,52,1922
1844,19,680
1845,31,867
1846,12,324
1847,52,2109
1848,50,1523
1849,35,1312
1850,24,783
1851,9,363
1852,34,1237
1853,16,596
1854,7,284
1855,39,1372
1856,14,444
1857,49,1700
1858,17,619
1859,20,790
1860,34,1089
1861,25,894
1862,27,974
1863,33,1037
1864,29,920
1865,17,704
1866,30,970
1867,53,2157
1868,37,1246
1869,41,1327
1870,32,1028
1871,11,414
1872,31,1152
1873,78,2607
1874,46,1426
1875,15,491
1876,20,990
1877,13,374
1878,29,1071
1879,41,1356
1880,16,469
1881,55,2056
1882,5,164
1883,31,1020
1884,25,866
1885,29,1172
1886,33,916
1887,4,210
1888,35,1283
1889,6,244
1890,16,441
1891,20,492
1892,23,779
1893,40,1530
1894,22,786
1895,32,1323
1896,9,257
1897,56,2029
1898,27,834
1899,40,1531
1900,30,1127
1901,46,1430
1902,41,1381
1903,29,1096
1904,52,1730
1905,59,2092
1906,22,1411
1907,18,670
1908,64,2565
1909,5,162
1910,50,1740
1911,26,762
1912,69,2113
1913,0,48
1914,17,613
1915,28,980
1916,6,115
1917,33,1205
1918,31,1203
1919,52,1824
1920,50,1902
1921,67,2489
1922,20,595
1923,32,1054
1924,7,204
1925,37,1443
1926,48,1773
1927,23,758
1928,46,1685
1929,52,1824
1930,15,478
1931,57,1919
1932,23,756
1933,16,503
1934,8,254
1935,44,1358
1936,22,705
1937,13,376
1938,4,201
1939,25,903
1940,11,268
1941,63,1718
1942,56,2238
1943,51,1963
1944,12,493
1945,27,1127
1946,11,345
1947,61,2139
1948,16,407
1949,8,171
1950,27,914
1951,23,823
1952,15,507
1953,46,1480
1954,3,147
1955,29,880
1956,31,1125
1957,48,1772
1958,29,1008
1959,48,1722
1960,54,1917
1961,57,2067
1962,23,861
1963,18,515
1964,19,718
1965,0,562
1966,29,879
1967,24,759
1968,28,1084
1969,25,926
1970,4,235
1971,31,874
1972,7,301
1973,25,766
1974,47,1619
1975,29,946
1976,13,504
1977,32,939
1978,40,1638
1979,39,1329
1980,73,2665
1981,42,1381
1982,13,513
1983,24,770
1984,15,506
1985,54,1868
1986,30,982
1987,42,1440
1988,4,167
1989,35,1040
1990,63,2339
1991,32,991
1992,50,1569
1993,26,999
1994,14,593
1995,92,3543
1996,24,789
1997,27,1031
1998,64,2180
1999,27,860
2000,47,1465
2001,45,1672
2002,19,639
2003,21,727
2004,34,1295
2005,0,303
2006,25,857
2007,30,1018
2008,29,941
2009,53,1895
2010,9,314
2011,61,2206
2012,37,1173
2013,27,1086
2014,49,1579
2015,36,1150
2016,29,1034
2017,51,1609
2018,55,1968
2019,51,1812
2020,64,2485
2021,38,1454
2022,13,456
2023,12,376
2024,36,996
2025,26,810
2026,9,331
2027,36,1181
2028,46,1441
2029,43,1365
2030,42,1215
2031,51,1746
2032,9,333
2033,18,953
2034,44,1569
2035,32,1048
2036,17,599
2037,38,1140
2038,39,1535
2039,19,591
2040,31,1127
2041,13,348
2042,42,1510
2043,47,1412
2044,59,2450
2045,52,1506
2046,37,1194
2047,48,1478
2048,61,2269
2049,25,832
2050,43,1214
2051,16,564
2052,58,2190
2053,0,419
2054,28,869
2055,25,867
2056,38,1189
2057,29,872
2058,55,1920
2059,41,1319
2060,0,37
2061,46,1690
2062,28,871
2063,15,546
2064,70,2788
2065,27,1030
2066,19,781
2067,41,1241
2068,14,533
2069,0,177
2070,0,385
2071,53,1818
2072,54,1859
2073,11,323
2074,39,1366
2075,24,800
2076,21,631
2077,7,175
2078,47,1624
2079,66,2649
2080,67,2274
2081,18,569
2082,13,398
2083,39,1132
2084,24,762
2085,21,873
2086,14,471
2087,40,1056
2088,36,958
2089,38,1189
2090,28,933
2091,31,930
2092,65,2419
2093,21,677
2094,58,1787
2095,40,1438
